course_name,course_subject,course_number,course_desc,course_link
Independent Study Tutorial in History,HIST,391,"Prerequisite: See N.B. number (1). This course permits individual study, with a selected faculty member, in a specialized area not available among regular 300-level classes.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Individual Study Tutorial in History,HIST,492,"Prerequisite: See N.B. number (1). This course permits individual study, with a selected faculty member, in a specialized area not available among regular 300-level classes.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Individual Study Tutorial in History,HIST,491,"Prerequisite: See N.B. number (1). This course permits individual study, with a selected faculty member, in a specialized area not available among regular 300-level classes.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Introduction to Law and Society,HIST,285,"This interdisciplinary course examines the roles law plays in Canada and internationally, from the perspectives of history, political science, anthropology, sociology, and philosophy.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Introduction to the History of the Balkans,HIST,208,"This course surveys the history of Europe through the Balkans (a region consisting of present-day Bulgaria, Romania, Macedonia, Albania, Greece, Montenegro, Kosovo/Kosova, Serbia, Bosnia-Herzegovina, and Croatia), from the pre-modern period to the present day. Emphasis is placed on the cultural diversity of the region and its impact on peace and conflict. Topics include the rise and fall of empires, economic change, religious transformation, violence, and the impact of ideologies such as nationalism, democracy, fascism, and communism.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Late-19th-Century Canada,HIST,301,"Prerequisite: See N.B. number (1). This course examines the politics of confederation and explores the social, economic, and cultural impact of modernization.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Latin American History Via the Novel,HIST,372,"Prerequisite: See N.B. number (1). This course examines modern Latin American history and its representation by comparing “fictional” and “factual” depictions of key issues and significant events including economic imperialism, political revolution, and race relations. Texts such as Gabriel García Márquez’s literary masterpiece One Hundred Years of Solitude are used.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Law and Society in Canadian History,HIST,309,Prerequisite: See N.B. number (1). This course examines selected issues in Canadian history through the lens of important and controversial court decisions. The influence of legal decisions on society as well as public influence on the development of law is considered.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Medieval England,HIST,350,"Prerequisite: See N.B. number (1). This course examines the history of England between the Norman Conquest in 1066 and 1500. Topics include the political, social, and cultural impact of the Norman Conquest; Jews and the expulsion of 1290; knights and peasants; the Peasant’s Revolt of 1381; crime and the Robin Hood legends; heresy and popular religion; urban culture and guilds.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Middle East: Empire Gender and Sexuality in Modern Times,HIST,369,"Prerequisite: See N.B. number (1). This course examines the historical formation and intersection of three distinct phenomena: empire, gender, and sexuality. From the everyday practices of family life to the form of politics and the balance of geo-strategic relations, the 19th and 20th centuries witnessed a radical transformation of human organization within the Middle East and globally. Topics may include imperialism, state formation, nationalism, Orientalism, feminism, and Islam.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Modern China,HIST,367,"Prerequisite: See N.B. number (1). This course examines China’s history since the fall of the Qing dynasty in 1912, with particular emphasis on the Nationalist and Communist revolutionary movements and on China’s transformation since the establishment of the People’s Republic of China in 1949.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Modern South Asia,HIST,364,"Human rights and humanitarian intervention to prevent genocide are contested concepts. This course examines the roots of Western notions of human rights, the evolution of the concept, and case studies clarifying the challenges confronting advocates and critics of humanitarian intervention. Historical examples address the uses of diplomacy, economic assistance, conflict management, and force in mass atrocity prevention and interdiction.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Modernist New York,HIST,318,"Prerequisite: See N.B. number (1). This course explores the history of “Modernist New York” from the vantage points of social and cultural history. Focusing on the decades between 1870 and 1930, it examines the interplay of culture and commerce, the histories of elites and recent immigrants, the role of race, and the dramatic changes in the cityscape.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Music in History,HIST,329,"Prerequisite: See N.B. number (1). This course examines music as a medium for understanding the past. Depending on the historical focus, issues such as colonialism, nationalism, social movements, urban culture, youth culture, race, gender, and class through the prism of contemporaneous music genres may be considered. The course may also address the transformation of acoustic spaces and musical instruments, the rise of sound recording, radio broadcasting, online streaming, and the history of music copyright in relation to its composition, performance, recording, broadcasting, and streaming. Students have an option to create a podcast or curate a DJ set for a term project.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Native North American History Since 1800,HIST,303,"Prerequisite: See N.B. number (1). This course examines the history of Native North Americans, focusing on the period since 1800. Topics include the emergence of the reserve system and the policy of forced assimilation devised by the governments of Canada and the United States, and the political resurgence and cultural renaissance of Native communities since the mid-20th century.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Natives and Newcomers,HIST,302,"Prerequisite: See N.B. number (1). This course examines the interaction of European colonists with the first peoples of eastern North America before 1800. The emphasis is on cultural exchanges between colonists and Natives in the areas of religion, trade, diplomacy, and warfare.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Oral History and Creative Practice,HIST,388,"Prerequisite: See N.B. number (1). This course is an introduction to oral history theory, ethics, and practice, and surveys the many oral history projects underway in Montreal and around the globe",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Public History Internship,HIST,486,"Prerequisite: See N.B. number (2); HIST 306. This internship in public history is designed to allow students to test and hone their skills in a non-academic situation. Placements will be arranged by the faculty member responsible for the course and may be drawn from various potential employment sectors: public, non-profit, and private. Students, in consultation with the employer and the faculty advisor, are expected to fully participate in the defining of their internships. Students work according to a detailed job description and devote a minimum of 100 hours to the fieldwork component of the internship, keep a logbook describing their work activities, and submit a 20-25 page written report that summarizes and evaluates their work experience, positioning it in relation to broader academic questions in the field of public history. The employers participate in the assessment of the intern’s work. Students may find it useful to have second-language proficiency for the purposes of this internship.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Public History Workshop,HIST,485,"Prerequisite: See N.B. number (2); HIST 306. This course offers students the opportunity to conceive, plan, and carry out a project that presents a historical subject to the public. Students receive training in the public presentation of the past through several media and to a variety of audiences, and are encouraged to involve relevant parties outside the academy in the development of their project.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Quebec in the 19th Century,HIST,313,"Prerequisite: See N.B. number (1). This course explores the major social, economic, and political issues that arose during the 1800s in the transformation of Quebec from a pre-industrial to an industrial society.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Quebec in the 20th Century,HIST,314,"Prerequisite: See N.B. number (1). This course explores the major social, economic, and political issues of 20th-century Quebec in the light of the concentration of economic power into relatively few hands early in the century and the declining importance of industrial production since World War II.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Quebec since Confederation,HIST,210,"A survey of the history of Quebec from the time of Confederation until the present. While due emphasis is placed on political developments in the province, the purpose of the course is to acquaint the student with the significant economic and social trends in modern Quebec.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Quebec to 1867,HIST,209,An introductory survey of the history of Quebec from its origins as a colony to the creation of modern Canada by the British North American Act of 1867. Particular emphasis is placed on a consideration of those elements of Quebec’s past which best assist in the comprehension of the trends prevalent in modern Quebec.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Race and Gender in Canadian History,HIST,305,"Prerequisite: See N.B. number (1). This course examines the lives and experiences of Canadian women and men marginalized because of their race, gender and/or sexuality. By looking at people on the margins, this course explores the intersections of gender, race, and space, and speaks to two key issues of today: equality and justice.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Reformations in Early Modern Europe,HIST,326,"Prerequisite: See N.B. number (1). This course surveys the history of Europe from the early Reformation through the end of Europe’s religious wars in the mid-17th century. Major themes include the politics of religion, the growth of commerce and social change, competition for empire, and transformation in scientific and political worldview",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Revolutionary America,HIST,354,Prerequisite: See N.B. number (1). This course examines themes and issues in the revolutionary and early national periods of American history.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Rights and Freedoms in Canadian Society,HIST,315,Prerequisite: See N.B. number (1). This course examines historical and contemporary aspects of Canada’s culture of rights. Topics include the origins and workings of the Canadian Charter and critiques of rights culture.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Rise and Fall of Yugoslavia,HIST,344,"Through the study of the rise and fall of Yugoslavia during the 20th century, this course examines themes of modern European history, including empire, nationalism, democracy, fascism, war, genocide, and ethnic cleansing.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Selected Topics in History,HIST,398,"Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Selected Topics in History,HIST,298,"Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Selected Topics in Public History,HIST,387,"Prerequisite: See N.B. number (1). Specific topics for this course, and relevant prerequisites, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The 20th Century: A Global History,HIST,283,"This course examines how an “Atlantic world” emerged between the 15th and 19th centuries. As societies in Africa, the Americas, and Europe came into increasingly regular contact, the ocean became a nexus rather than a gulf between them. By studying historical documents from the period and scholarly debates about how to interpret them, we explore why and how these long-distance connections provoked a range of unprecedented transformations for people on four continents.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The Atlantic World,HIST,274,"Prerequisite: See N.B. number (1). Specific topics for this course, and relevant prerequisites, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The Caribbean and the Atlantic World,HIST,376,"Prerequisite: See N.B. number (1). Specific topics for this course, and relevant prerequisites, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The European Renaissance,HIST,325,"Prerequisite: See N.B. number (1). This course examines the social, political, economic, and cultural dimensions of the Great Irish Famine. Beginning with a thorough examination of society and politics in the pre-Famine period, the course explores the causes and course of the 1845-50 Famine, with emphasis on social conditions, mass mortality, emigration, and British government responses to conditions in Ireland. The outcomes and long-term consequences of the Famine for Irish society, politics, Anglo-Irish relations, and the Irish Diaspora are also explored. Some attention is also given to historiographical debates and Famine memory.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The Great Irish Famine,HIST,330,"Prerequisite: See N.B. number (1). Through the comparative and historical examination of a number of cases, this course investigates the meaning of genocide and the processes that led to genocide from 1945 to the present.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The History and Sociology of Genocide from 1945 to the Present,HIST,360,"Prerequisite: See N.B. number (1). Through the comparative and historical examination of a number of cases, this course investigates the meaning of genocide and the processes that led to genocide from 1945 to the present.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The Holocaust,HIST,235,"Beginning with a discussion of Jewish communities in Europe and America before 1933, this course traces the evolution of anti-Semitism, nationalism, and racism, the rise of Hitler and the Nazi movement, the shaping of Nazi ideology, the growing demonization of the victims of the Holocaust and the genocide against them in their various countries, resistance by the victims, and the parts played by bystanders in the outcome of the Holocaust.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The Irish in Canada,HIST,212,"From 17th-century fishermen and traders arriving in Newfoundland to displaced victims of the Famine in the 19th century, to contemporary immigrants from Ireland, the Irish have had a presence in all parts of Canada from the earliest days of settlement. This course examines the emigration and settlement patterns of Irish immigrants in the various regions of Canada across a period of three centuries, paying particular attention to their role in the social, economic, political, cultural, and educational development of Canadian society. The course explores the various strategies by which Irish immigrants both adapted to and transformed the particular host society in which they found themselves, and looks at other immigrant communities as a means of understanding the special contribution of the Irish to Canada",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The Irish in Montreal,HIST,213,"Drawing on a diversity of historiographical materials, this interdisciplinary course examines the story of the Irish in Canada with a particular emphasis on Quebec, from the French colonial period through the City of Montreal’s golden era of mercantile prominence in the mid-19th century to the break-up of its older Irish neighbourhoods a century later. Starting with the demographics of Irish immigration and settlement, it devotes special attention to social and cultural relations between the Irish and other ethnic groups.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The Pacific War,HIST,373,"Prerequisite: See N.B. number (1). This course explores the history of the Pacific War, from its origins in the expansion of the Japanese empire to the atomic bombings, Japan’s surrender, and the shaping of postwar Asia. While covering battles, strategy and tactics, and the weapons of war, the course also looks at diverse themes such as home fronts, propaganda, and how the war has been remembered and represented since 1945",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The Philosophy and Practice of History,HIST,402,"Prerequisite: See N.B. number (1). This course explores the Scientific Revolution in the context of early modern European society and culture. Major themes include the debates over the methods, purposes, and scope of science; the relationship between science, the supernatural, and the occult; the relationship between science, technology, and craft; and scientific networks, institutions, and means of communication.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The Scientific Revolution,HIST,328,"Prerequisite: See N.B. number (1). This course explores the Scientific Revolution in the context of early modern European society and culture. Major themes include the debates over the methods, purposes, and scope of science; the relationship between science, the supernatural, and the occult; the relationship between science, technology, and craft; and scientific networks, institutions, and means of communication.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
The United States Since 1945,HIST,396,"Prerequisite: See N.B. number (1). The immediate historical background of today’s America is the subject matter of this course. Major themes include civil rights, the rise of modern feminism, and economic change.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Tutorial Preparation for the Honours Essay,HIST,304,"Prerequisite: Approved honours standing in History, or permission of the Department. This course provides honours students in History with the opportunity for tutorial reading and research in preparation for the writing of the honours essay.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
United States in the 19th Century 18151850,HIST,355,"Prerequisite: See N.B. number (1). A study of American political, social, and economic life from the end of the War of 1812 to about 1850 — the intensification of sectionalism. Topics include geographic expansion and the beginnings of industrialization, the characteristics of southern slave society, and the rise of a system of political parties during the age of Jackson",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
United States in the 19th Century: The Era of the Civil War,HIST,356,"Prerequisite: See N.B. number (1). A study of American political, social, and economic life before and after the Civil War, from about 1850 to 1890. Topics include sectionalism and the breakdown of parties during the 1850s, the tasks of Reconstruction after the war, the New South, and the problems of a maturing industrial society",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
United States 1877-1924,HIST,324,"This course looks at the transformation of the United States from a rural debtor nation into an urban, industrial, and financial world power. It explores how a variety of social groups experienced this change as well as its impact on the meaning of democracy, the role of government and the definition of citizenship. The course also examines U.S. foreign relations in this period.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
United States Cuban and Mexican Relations,HIST,332,"Prerequisite: See N.B. number (1). This course examines the history of the United States’ relations with both Cuba and Mexico from the mid-19th century to the present. As well as studying the ramifications of U.S. involvement in such events as the Spanish-American War (1898), the Mexican Revolution (1910), and the Cuban Revolution (1959), it examines the demographic, political, and cultural impact that Cubans and Mexicans have had on the modern development of the U.S.A",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Urban History Laboratory,HIST,390,Prerequisite: See N.B. number (1). Students conduct original archival and/or oral history research on a selected aspect of Montreal’s history and then go public with their research in creative and engaging ways.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-160.html#courses
Undergraduate Aerospace Industry Project I,IADI,301,"Prerequisite: See N.B. number (1). This course examines the politics of confederation and explores the social, economic, and cultural impact of modernization.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#iadi
Undergraduate Aerospace Industry Project II,IADI,401,"Prerequisite: See N.B. number (1). This course examines the politics of confederation and explores the social, economic, and cultural impact of modernization.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#iadi
Cross-Cultural Communications and Management,IBUS,492,"Prerequisite: COMM 210, 215; COMM 223 or 224. This is a foundation course in international business; the objective is to present information which exposes the student to cultural, social, political, economic, legal, and financial environments in which Canadian business executives manage their operations abroad. All students are encouraged to develop their own philosophy towards international business activities by developing research and analytical skills in analyzing current and long-term problems perceived in different economic systems and environments. Specific topics include empirical dimensions of world economy, economic development, international trade and investment patterns, regional economic co-operation, area studies, Canadian nationalism, and foreign investment in Canada.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec61/61-80.html#courses
Environment of World Business,IBUS,462,"Prerequisite: MARK 462 or IBUS 462. This course deals with the multicultural dimensions of international business operations. The objective is to develop Canadian managerial skills for effective performance in an international setting. Topics to be covered include international negotiations, management of multicultural personnel, cross-cultural consumer behaviour profile, cross-cultural communication, and other cultural aspects of marketing strategy.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec61/61-80.html#courses
International Business Law,IBUS,493,"Prerequisite: COMM 315; IBUS 466 or MANA 466. This course familiarizes business students with the principles of international private and public law that they may encounter in today’s fast-paced world of multinational corporations and global business transactions. Topics include international trade organizations and treaties; principles relating to international sales contract performance and dispute resolution alternatives; international payment using bills of exchange and letters of credit; labour in a global economy including child labour and human trafficking issues; international environmental law, waste disposal and pollution issues; as well as the protection of intellectual property rights.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec61/61-80.html#courses
International Financial Management,IBUS,370,"Prerequisite: COMM 308. This course is designed for students to acquire and demonstrate knowledge of the fundamental principles and issues in international financial management. It covers such topics as foreign exchange markets, exchange rate behaviour, structure and meaning of the international balance of payments, the functioning of fixed and floating exchange rate systems, short- and long-term investment and borrowing decisions, euro-currency markets, foreign exchange risk management, and capital budgeting decisions for overseas investment. In sum, the topics are covered from the perspective of an individual who wishes to know how the international financial environment will affect the firm.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec61/61-80.html#courses
International Marketing Management,IBUS,465,"Prerequisite: COMM 223 or 224; MARK 462 or IBUS 462. This course studies the management approach to international marketing, with emphasis on key variables that are controllable by the international marketing manager. Attention is focused on market measurement, product policy, channels, pricing, and promotion, with special emphasis on the development and control of multinational marketing strategies and programs. Students execute a project directed to a selected part of the world.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec61/61-80.html#courses
Management of International Financial Institutions,IBUS,382,"Prerequisite: COMM 308, MARK 462 or IBUS 462. This course provides students with an understanding of challenges and oppor-",http://www.concordia.ca/academics/undergraduate/calendar/current/sec61/61-80.html#courses
Management of Multinational Corporations,IBUS,466,"Prerequisite: COMM 222; MARK 462 or IBUS 462. This course introduces the challenges of managing sustainable multinational operations. It addresses themes of globalization and issues in managing global competition and local responsiveness in multiple institutional and cultural environments. The course gives students an appreciation of international competitive and collaborative strategies and the corresponding coordination and control mechanism of multinational corporations. It also highlights the issues of global governance and social responsibility as well as the differences and similarities of management techniques across national borders. Finally, the course examines the future of multinational corporations in the context of global financial, social, and environmental crises",http://www.concordia.ca/academics/undergraduate/calendar/current/sec61/61-80.html#courses
Topics in International Business,IBUS,471,Prerequisite: MARK 462 or IBUS 462. This course is intended primarily to provide an opportunity for more intensive study in one or more specific topics of international business. The topic will vary according to the special interests of the professor and the students.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec61/61-80.html#courses
Advanced Practices in Video Performance and Electronic Arts,IMCA,400,"Prerequisite: 48 credits completed within the Intermedia (Video, Performance and Electronic Arts) program; or written permission of the Department. An advanced studio class in which students create a personal body of work, refine technical expertise, and develop a visual and critical language related to video, performance, and electronic arts. Topics are presented and discussed in seminar fashion. A group exhibition at the end of the year is required.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Electronic Arts Workshop,IMCA,321,"Prerequisite: 24 credits completed in degree program within the Department of Studio Arts; or written permission of the Department. This studio course focuses on interactive technologies in relation to contemporary art practices (for example, installation, performance, kinetic sculpture, and sound art). Students may pursue individual or team work while developing their artistic project. This course is centred on programming environments (such as MaxMSP and Jitter) and focuses on interactivity through the use of various sensors and interfaces, and on popular and easy-to-learn microcontrollers.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Electronics for Artists,IMCA,222,"Prerequisite: Enrolment in the Intermedia (Video, Performance and Electronic Arts) program or written permission of the Department. This studio course is an introduction to electronics as applied to artistic projects. It focuses on practical applications of basic electronic principles and techniques and the integration of electronic components and circuits in works of art. From basic electricity to motor control, from flashers and beepers to motion detectors, from analog circuits to digital technologies, it allows students to create artworks involving light, sound, movement, sensors, and interactivity.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Independent Study in Intermedia/Cyberarts,IMCA,470,"Prerequisite: 48 credits completed in degree program; a 400-level IMCA course previously or concurrently; and written permission of the Department. This course provides a limited number of students the opportunity to pursue advanced studies in intermedia/cyberarts under the supervision of a full-time intermedia/cyberarts faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student’s research, and the scope of the project and schedule of work should be equivalent to the workload of a six-credit course. A minimum cumulative GPA of 3.5 is required before requesting permission.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Independent Study in Intermedia/Cyberarts I,IMCA,471,"Prerequisite: 48 credits completed in degree program; a 400-level IMCA course previously or concurrently; and written permission of the Department. This course provides a limited number of students the opportunity to pursue advanced studies in intermedia/cyberarts under the supervision of a full-time intermedia/cyberarts faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student’s research, and the scope of the project and schedule of work should be equivalent to the workload of a three-credit course. A minimum cumulative GPA of 3.5 is required before requesting permission.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Independent Study in Intermedia/Cyberarts II,IMCA,472,"Prerequisite: 48 credits completed in degree program; a 400-level IMCA course previously or concurrently; and written permission of the Department. This course provides a limited number of students the opportunity to pursue advanced studies in intermedia/cyberarts under the supervision of a full-time intermedia/cyberarts faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student’s research, and the scope of the project and schedule of work should be equivalent to the workload of a three-credit course. A minimum cumulative GPA of 3.5 is required before requesting permission.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Intermedia and Interventionist Performance Practices,IMCA,331,"Prerequisite: 24 credits completed within the Intermedia (Video, Performance and Electronic Arts) program; or written permission of the Department. An intermediate-level studio class with a seminar component focusing on the development of site-specific projects based on video, performance and electronic arts. The seminar component of the course includes a series of readings and the presentation of an extensive range of work by artists",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Intermedia Performance Practices and Performative Video,IMCA,332,"Prerequisite: 24 credits completed within the Intermedia (Video, Performance and Electronic Arts) program; or written permission of the Department. An intermediate-level studio class with a seminar component focusing on the development of intermedia projects based on video, 3D video, sound, performance and electronic arts. The seminar component of the course includes a series of readings and the presentation of an extensive range of work by artists",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Intermediate Video Production,IMCA,310,"Prerequisite: IMCA 210 and VDEO 350 previously or concurrently; or written permission of the Department. A studio/seminar course introducing video technology as a tool for aesthetic investigations. Students work individually and collaboratively to develop proficiency in the medium and evolve their own thematic and formal concerns. Non-linear editing systems such as Avid and Final Cut Pro are introduced. Discussions, facilitated by video screenings, workshops, and readings, focus on class projects, student work, and a discussion of related art issues. In addition, this course offers students an opportunity to investigate other cultural practices that inform and interrogate contemporary video art.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Introduction to Digital Media and Electronic Arts,IMCA,220,"Prerequisite: Enrolment in the Intermedia (Video, Performance and Electronic Arts) program or written permission of the Department. This studio course is an introduction to the interface between the real world and the computer. Students learn different digitizing techniques as well as the basic communication protocols, compression formats, and numerous standards for text, sound, video, and digital data. They also learn how to create digital artworks using audiovisuals, scanning, printing, and networking.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Introduction to Video Production,IMCA,210,"Prerequisite: Enrolment in the Intermedia (Video, Performance and Electronic Arts) program or written permission of the Department. A studio/seminar course introducing video technology as a tool for aesthetic investigations. Students work individually and collab-oratively to develop a proficiency in the medium and evolve their own thematic and formal concerns. The course introduces basic pre-production, production, and post-production skills centred on the use of Mini-DV cameras and desktop technology to present basic concepts of non-linear editing. Issues specific to video are discussed through the analysis and demonstration of video ar",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Performance Art,IMCA,230,"Prerequisite: Enrolment in the Intermedia (Video, Performance and Electronic Arts) program or written permission of the Department. This studio course investigates performance art as a form of social and artistic intervention that crosses between the visual and performing arts. Reflecting the long-standing and historical importance of performance practices in the visual arts, students focus on the production of projects that may reflect such issues as real-time, site-specific, interventionist actions, the interrelationship between installations and performances, and the interdisciplinary interface between performance and other practices found in the performing arts. This course also examines video performance and photography as media for generating performative gestures and as documentation tools.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Professional Internship in Intermedia/Cyberarts,IMCA,480,"Prerequisite: Third-year standing* and written permission of the Department. Under the joint supervision of a qualified professional and a full-time faculty member, the student is employed within industry or by a professional organization or other relevant institution. A clearly defined agreement between the Department, the student, and the artist/professional or institution involved is established before the internship is undertaken. This agreement should clearly state the nature of the student’s participation and the hours of work expected. Projects receiving approval for the internship credits must demonstrate appreciable learning potential for the student.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Professional Internship in Intermedia/Cyberarts I,IMCA,481,"Prerequisite: Third-year standing* and written permission of the Department. Under the joint supervision of a qualified professional and a full-time faculty member, the student is employed within industry or by a professional organization or other relevant institution. A clearly defined agreement between the Department, the student, and the artist/professional or institution involved is established before the internship is undertaken. This agreement should clearly state the nature of the student’s participation and the hours of work expected. Projects receiving approval for the internship credits must demonstrate appreciable learning potential for the student.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Professional Internship in Intermedia/Cyberarts II,IMCA,482,"Prerequisite: Third-year standing* and written permission of the Department. Under the joint supervision of a qualified professional and a full-time faculty member, the student is employed within industry or by a professional organization or other relevant institution. A clearly defined agreement between the Department, the student, and the artist/professional or institution involved is established before the internship is undertaken. This agreement should clearly state the nature of the student’s participation and the hours of work expected. Projects receiving approval for the internship credits must demonstrate appreciable learning potential for the student.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
Programming for Artists,IMCA,221,"Prerequisite: Enrolment in the Intermedia (Video, Performance and Electronic Arts) program or written permission of the Department. This studio course is an introduction to basic programming techniques used to create interactive art projects. It is centred on learning the basics of popular object-oriented programming environments such as Max and Jitter, currently used for installation and performance works in interactive music, sound art, interactive video, telematic art, robotics, and more. This course allows students to explore non-screen-based approaches to audiovisual control as well as the more traditional keyboard-and-mouse interface.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#intermedia
