Course Name,Course subject,Course number,Course description
Psycholinguistic Aspects of Second Language Acquisition,APLI,624,"Prerequisite: APLI 660 (previously or concurrently).
 This course examines issues in second language acquisition and bilingualism/multilingualism from a cognitive (psycholinguistic) perspective. The aim of the course is to familiarize students with basic psycholinguistic concepts of language representation and use, focusing on the learning of different aspects of language, the role of attention and memory in language acquisition, the development of language comprehension and production skills, and the cognitive consequences of bilingualism/multilingualism. Throughout the course, emphasis is given to understanding research methodologies used in psycholinguistic investigations.
Note: Students who have received credit for APLI 642 may not take this course for credit."
Cross-Linguistic Influence,APLI,634,"Prerequisite: APLI 604.
 This course provides an overview of different perspectives that have been taken on the ways previously learned languages affect the learning of subsequent languages. Topics include: the contrastive analysis and error analysis approaches; avoidance; markedness; selective, bidirectional, and conceptual transfer; and factors affecting cross-linguistic influence among trilingual and multilingual speakers. Throughout the course, the implications for language teaching of the theoretical perspectives and empirical findings are considered."
Phonological Aspects of Second Language Acquisition,APLI,601,"Prerequisite: APLI 604 (previously or concurrently).
 This course is an introduction to second language phonology, with emphasis on how theoretical knowledge and research can be applied to the teaching of pronunciation in traditional and computer-based environments. This course familiarizes students with the English sound system and associated phonetic phenomena, research in the development of second language phonology, and key concepts in phonemic representation, production and perception."
Teaching and Learning Second Language Vocabulary,APLI,610,"Prerequisite: APLI 604 (previously or concurrently).
 The course provides an overview of research perspectives on second language vocabulary acquisition. Topics include the characteristics of lexis, the structure of the mental lexicon, implicit and explicit learning, and issues in assessment. The course also outlines a research-informed approach to instruction: in addition to examining both old and new techniques for teaching vocabulary, it explores developments in corpus linguistics that are relevant to vocabulary instruction and materials design."
Pedagogical Grammar,APLI,616,"Prerequisite: APLI 604 (previously or concurrently).
 This course surveys the theoretical and empirical literature related to the teaching and learning of grammar in second language classrooms. Topics include the nature of pedagogical rules, the use of metalinguistic terminology, teachers’ knowledge and beliefs, learner characteristics, task types, and sequencing. Students also study a grammar structure in depth for which they subsequently develop, pilot, and critically evaluate a set of instructional materials."
Second Language Syllabus Design and Curriculum Planning,APLI,630,"The aims of the course are to examine the evolution of the syllabus in second language teaching and to consider issues related to the development, planning and implementation of language programs in a range of educational settings. Topics include the history of second language teaching; current issues in pedagogical practice; assessment of student needs; and the design, sequencing, and evaluation of language teaching materials.
Note: Students who have received credit for APLI 638 may not take this course for credit."
Language Assessment,APLI,635,"The course provides an overview of theory and research that informs language testing. Students explore historical developments in language assessment as well as current trends. The course enables them to critically evaluate a range of test types including standardized placement instruments, diagnostic tests, progress/achievement measures, and non-traditional assessment techniques. Students are guided in designing sample tests; they are also familiarized with established methods for analyzing test items and interpreting results."
Technology in Language Learning,APLI,644,This course explores theoretical and applied issues related to the use of technology in second language learning and teaching. The principal aims of the course are to enable students to critically evaluate existing instructional uses of technology and to design methodologically sound technology-based materials for second language teaching. Emphasis is placed on developing skills needed for the integration of instructional technology into second language instruction.
Literacy,APLI,646,"This course examines the development of reading and writing abilities in a second language, including the connections between the two. It discusses literacy issues pertaining to different age groups and proficiency levels, including university students acquiring advanced academic writing skills. Throughout the course, the implications for language teaching of the different theoretical and empirical findings will be considered."
Research Methods II,APLI,641,"Prerequisite: APLI 660.
 The principal aims of the course are to enable students to evaluate the statistical information provided in reports of empirical research in the social sciences and use statistics in small scale studies. Emphasis is placed upon the logic of statistical tests, the assumptions underlying their use, and the interpretation of the results. The course also includes basic elements of data analysis and synthesis in research employing qualitative methodologies.
Note: Students who have received credit for this topic under an APLI 651 number may not take this course for credit."
Current Advances in Ecological Research,BIOL,616,"This course is given in alternate years and reviews selected areas of current research in ecology, evolution and behaviour through critical analysis of recent publications. Topics vary from year to year, and are determined in part by the interests of the students. Material covered may include papers published in refereed journals, monographs or books on specialized topics, or new textbooks covering advanced topics in a relevant area. Students are responsible for giving class presentations of selected material, leading class discussions, and submitting critiques and answers to assigned essay questions. Grading is based upon class participation, oral presentations and written work. Lectures only. (No laboratory component)."
Advanced Techniques in Ecology *,BIOL,622,"This course introduces students to a variety of techniques of experimental design, data collection, and quantitative analysis. Students participate in a series of modules, each of which presents experimental and analytical techniques appropriate for one area of modern research in ecology, behaviour, or evolution. Some modules require students to collect and subsequently analyze original data from field or laboratory settings. Modules and their contents may vary from year to year. Tutorials and laboratory."
Advanced Applied Ecology and Conservation *,BIOL,623,"This course applies principles of ecology at the individual, population, community and ecosystem level to identify and solve practical environmental problems. Topics include pollution, climate change, and farming, harvesting renewable resources, designing nature reserves and conserving bio-diversity. Lectures and tutorials."
Advances in Decomposer Communities and Nutrient Cycling *,BIOL,624,"This course examines the role of the microbial community in the fundamental processes of decomposition and nutrient cycling. We discuss the role of microbes in the breakdown of organic molecules and the release and transformation of mineral elements. Emphasis is placed on the interactions between decomposition and on the interactions between bacteria, fungi, and the microbes in the maintenance of nutrient cycles. Lectures and laboratory."
Advanced Immunology *,BIOL,633,"The role of the immune system in maintenance of body homeostasis will be presented with particular reference to cells and tissues of the immune system, their organization as well as their structural and functional relationships. Topics include: maturation and differentiation of B and T lymphocytes; structure and properties of antibodies; immune responses to antigens; genetic aspects of antibody synthesis; immunological considerations in AIDS, cancer, and autoimmune diseases. Lectures and seminars."
Advanced Cell Biology *,BIOL,634,"Lectures dealing with selected topics in mammalian cell biology. These include introduction to the elements of cell biology. Introduction to the elements of cell culture with reference to the growth and function of non-differentiated and differentiated cells. Control of cell cycling under normal and abnormal states, mechanisms of peptide and steroid hormone action with emphasis on intracellular signaling pathways. The control of gene transcription and detailed analysis of the effect of host cell factors on virus replication. Lectures only."
Advanced Plant Biochemistry *,BIOL,660,"Biochemical study of the natural constituents and secondary metabolites unique to plants. Their biosynthesis, biotransformations, and functions in plants, as well as their economic and pharmacologic importance are stressed. Lectures only."
Advanced Tissue Culture *,BIOL,661,"This course looks at plant-growth regulators, nutritional requirements, and other factors necessary for in-vitro culturing of plant cells and tissues. The course also discusses methods available for nuclear transfers and the propagation of transformed plants. Lectures only."
Scientific Communication,BIOL,670,"This course is offered every other year and is open to all graduate students in Biology or by special permission from the instructor. It is designed to present the requirements for publishable scientific writing, successful research proposals and the presentation of oral papers at scientific meetings. The course emphasizes good writing habits, focuses on the importance of thought, the conciseness of statements and clarity of exposition. The course combines lectures, group discussions, workshops and oral presentations. Marks are based on a number of written assignments, oral presentations as well as participation in class."
Scanning Electron Microscopy *,BIOL,671,"This course is given alternate years in the Summer session and explains both the theory and practice of instrumentation and methodology. Students learn to operate the Scanning Electron Microscope (SEM) and ancillary equipment such as sputter-coater and the critical point drier. Hands-on learning experience is stressed to acquire familiarity with special techniques. Instructions cover three aspects: instrumentation, specimen preparation (fixation and drying), and specimen mounting and coating. Tutorials and laboratory."
Advanced Molecular Genetics *,BIOL,687,"This course concentrates on basic microbial and molecular genetics, introducing isolation and characterization of mutants, methods of mapping mutants, transposons, episomes, and recombinant DNA techniques. Lectures and conferences."
Advances in Biological Regulatory Mechanisms *,BIOL,688,This course examines the molecular basis of the control of metabolic pathways with an emphasis on procaryote systems. The course concentrates on the analysis of the rationale of experimentation used to elucidate these regulatory mechanisms. Lectures and conferences.
Advanced Techniques in Molecular Biology *,BIOL,689,"Theory and practice of modern experimental procedures of molecular biology, including use of restriction enzymes, gene cloning, and hybridizations, DNA sequencing, site-directed mutagenesis, and the use of bacteria and phage in biotechnology. Laboratory and tutorials."
Advanced Gene Structure *,BIO,690,"This course deals with gene regulation in eukaryotes. Topics covered include transcription, transcript processing, translation, and post-translational processes. Lectures only."
Pedagogical training ,BIOL,801,Candidates are required to give four lectures (normally 75 minutes each) to undergraduate classes. Two lectures are in introductory level courses and two in advanced undergraduate courses. Tutorials are provided to introduce students to teaching methods. The course is marked on a pass/fail basis. 
Research seminar ,BIOL,802,"Students are required to give one seminar to the Department based upon their research project. Normally the seminar is given in the second or third years of residency. Seminars are graded on a standard scale (A+ to F). The grade is based upon the presentation, content, and the student’s ability to answer questions. The grade is assigned by the Graduate Program Director in consultation with the candidate’s supervisory committee and other faculty members present at the seminar."
Research proposal and qualifying exam,BIOL,850,"The student prepares a written research proposal based upon the research topic chosen for thesis research. The proposal is prepared in consultation with the supervisory committee and contains a literature review, a progress report and a detailed description of future experiments. The proposal should demonstrate a good understanding of the background of the project, the questions to be answered, and the experimental approaches needed to answer these questions. Both the written proposal and an oral summary of the proposal are presented to the examining committee within one year of entry into the PhD program."
Selected Topics in Analytical Chemistry,CHEM,610,"This course explores themes within the area of Analytical Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 610A, CHEM 610B, etc."
Analytical Separations,CHEM,612,"Prerequisite: CHEM 218, 312, or equivalent.
 High performance liquid separations on an analytical (non-preparative) scale are surveyed. Fundamental separation mechanisms and application of the techniques are discussed. Emphasis is placed on separations of biologically relevant analytes which include peptides, proteins and nucleic acids. Lectures only."
Modern Aspects of Practical Mass Spectrometry,CHEM,614,"Prerequisite: CHEM 494 or equivalent, previously or concurrently.
 Theoretical and operational aspects of modern mass spectrometry are discussed in a number of formal lectures and training sessions. All students must carry out an independent mass spectrometry project on their molecules of choice. Projects can be selected from all areas of chemistry, biochemistry or biology including the “omics” sciences (e.g., proteomics, metabolomics).
Note: Students who have received credit for this topic under a CHEM 630 number may not take this course for credit."
Selected Topics in Organic Chemistry,CHEM,620,"This course explores themes within the area of Organic Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 620A, CHEM 620B, etc."
Physical Organic Chemistry,CHEM,621,"Prerequisite: CHEM 222, 235; CHEM 324 or 325; or equivalent.
 Determination of organic reaction mechanisms using kinetics, activation parameters, acid-base catalysis, Bronsted catalysis law, solvent effects, medium effects, isotope effects, substitutent effects, and linear free energy relationships. Lectures only."
Organic Synthesis,CHEM,623,"Prerequisite: CHEM 222, 235, 324, or equivalent.
 This course is concerned with synthetic strategy and design. It provides an introduction to advanced synthetic methods and reagents, involving heteroatoms such as sulphur, phosphorus, tin and selenium, as well as an overview of the uses of protecting groups in organic chemistry. The concept of retrosynthesis and a few asymmetric reactions are discussed using syntheses of natural products from the literature as examples. Lectures only."
Nucleic Acid Chemistry,CHEM,625,"Prerequisite: CHEM 221, 222, 271, or equivalent.
 This course introduces students to various topics in nucleic acid chemistry. The topics include nomenclature, structure and function of RNA and DNA; techniques and methods to investigate nucleic acid structure; DNA damage and repair; interaction of small molecules and proteins with nucleic acid; oligonucleotide-based therapeutics (antisense, antigene, RNAi); synthesis of purines, pyrimidines and nucleosides; and solid-phase oligonucleotide synthesis. Lectures only.
Note: Students who have received credit for this topic under a CHEM 620 number may not take this course for credit."
Reactive Intermediates,CHEM,626,"Prerequisite: CHEM 324, 325, or equivalent.
 This course offers an introduction to reactive intermediates with an emphasis on structure and stability as found in modern (physical) organic chemistry. While the focus is on radicals and carbenes, carbocations are discussed near the end of the term. The material covered is relevant to chemistry and biochemistry. Lectures only.
Note: Students who have received credit for this topic under a CHEM 621 number may not take this course for credit."
Supramolecular Chemistry,CHEM,627,"Prerequisite: CHEM 324 or 325; CHEM 335; or equivalent; or permission of the Department.
 This course reviews some fundamental aspects of synthetic and biological supramolecular chemistry and nanotechnology. Topics covered may include supramolecular forces, ion binding and ion channels, molecular recognition, self-assembly (meso-scale and molecular-scale), organometallic supramolecular chemistry, dynamic combinatorial chemistry (DCC), and foldamers. Lectures only.
Note: Students who have received credit for this topic under a CHEM 620 number may not take this course for credit."
Selected Topics in Physical Chemistry,CHEM,630,"This course explores themes within the area of Physical Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 630A, CHEM 630B, etc."
Computational Chemistry,CHEM,631,"Prerequisite: CHEM 234, 241, 333, or equivalent; or permission of the Department.
 This course presents the concepts, tools, and techniques of modern computational chemistry, and provides a very broad overview of the various fields of application across chemistry and biochemistry. The course is divided into two parts: 1) Molecular structure, which covers molecular mechanics and elementary electronic structure theory of atoms and molecules; and 2) Chemical reactivity, which covers applications of quantum chemistry and molecular dynamics techniques to studies of chemical reactions. The applications discussed include organic molecules and their reactions, peptides and proteins, drug design, DNA, polymers, inorganics, and materials. The course includes a practical component where students acquire hands-on experience with commonly used computational chemistry computer software. Lectures and laboratory."
Non-equilibrium Thermodynamics,CHEM,632,"Prerequisite: CHEM 234 or equivalent.
 In this course, the basic concepts of classical (equilibrium) thermodynamics are first reviewed, followed by an introduction to statistical thermodynamics which gives a unified method of treating transport processes. At this point, the Boltzmann distribution function is derived, which leads to the statistical interpretation of entropy. Other important thermodynamic functions such as the partition function, the partition function for large ensembles and the Sackur-Tetrode equation are examined. The course also addresses non-equilibrium thermodynamics in the linear domain. The relations describing the production of entropy in irreversible processes due to heat transfer, charge transfer, change of volume, and chemical reactions are examined. The establishment of flux equations and the use of the Onsager reciprocal relations are then applied to the description of a variety of open systems. Lectures only."
Quantum Mechanics in Chemistry,CHEM,633,"Prerequisite: CHEM 333, 431/631, or equivalent.
 This course includes a thorough review of basic quantum mechanics in both the Schroedinger and Heisenberg representations, electronic structure theory, symmetry and group theory, interaction of matter with light, quantum scattering, the path integral formalism, quantum theories of chemical reaction rates, time-dependent approaches to spectroscopy, wave packet propagation, correlation functions and dynamics processes, and density matrices. Lectures only."
Interfacial Phenomena,CHEM,635,"Prerequisite: CHEM 234, 235, or equivalent.
 This course examines the physical chemistry of interfaces including surface and interfacial tensions, the absorption of surface active substances/surface excess properties, and surfactant self-assembly. Topics covered may include Gibbs and Langmuir monolayers, micelle formation, emulsions, foams, surfactant liquid crystals, layer-by-layer polymer self-assembly, and biological membranes. Techniques for characterization and applications (biological and industrial) of these systems are addressed. Lectures only.
Note: Students who have received credit for this topic under a CHEM 630 number may not take this course for credit."
Physics and Chemistry of Solid State Electronic Materials,CHEM,638,"Prerequisite: CHEM 234, 333, or equivalent.
 This course essentially explores how electrical conductivity is influenced by the nature of the chemical bonding in these solid-state materials. The course provides an introduction to solid-state structures and then goes on to explore band theory, the central model used to describe electrical conductivity in the following three categories of electronic materials: conductors, semiconductors, and insulators. Finally the course explores the extension of the band model to interpret electrical conductivity in molecular semiconductors and charge-transfer complexes. Lectures only."
Selected Topics in Inorganic Chemistry,CHEM,640,"This course explores themes within the area of Inorganic Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 640A, CHEM 640B, etc."
Organometallic Chemistry,CHEM,643,"Prerequisite: CHEM 324, 341, or equivalent.
 This course covers the structure and properties of organometallic compounds, their main reactions and their application in catalysis and organic chemistry. Lectures only."
Physical Methods in Chemistry,CHEM,644,"This course provides an in-depth evaluation of the different methods used in modern physical chemistry such as laser, microwave, FT-IR, electron spin resonance, nuclear magnetic resonance, x-ray photoelectron, x-ray diffraction and fluorescence, Auger eletron, Mössbauer, and gamma-ray spectroscopic analysis, as well as scanning probe microscopy and mass spectrometry. Lectures only."
Bioinorganic Chemistry,CHEM,645,"Prerequisite: CHEM 241, 271, or equivalent.
 Role of metals in biochemical systems. Essential trace elements, zinc enzymes, oxygen transport and storage, metalloproteins and biological electron transfer, structure-function relationships in heme enzymes, nitrogen fixation; model compounds for metalloproteins and metalloenzymes. Lectures only."
Industrial Catalysis,CHEM,646,"Prerequisite: CHEM 234, 235, or equivalent.
 Basic and recent concepts in catalysis are described with particular emphasis on heterogenous catalysis. The technical, economic and environmental aspects of industrial catalysis are covered. The processes to be studied are chosen from the petroleum industry, the natural gas and coal processing industry, and the production of thermoplastics and synthetic fibres. The course ends with a rapid survey of problems associated with the treatment of industrial pollutants and with catalytic converters. Lectures only."
Selected Topics in Multidisciplinary Chemistry,CHEM,650,"This course explores themes within the area of Multidisciplinary Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 650A, CHEM 650B, etc."
Nanochemistry,CHEM,651,"Prerequisites: CHEM 217, 218, 221, 222, 234, 235, 241, or equivalent.
 This modular course covers the areas of production, characterization and applications of nanoscale structures and materials. Each module is taught by a different professor as well as guest lecturers. Topics may include (but are not limited to): size dependent properties, synthesis of organic and inorganic nanostructures, self-assembled structures, chemical patterning and functional nanopatterns, biomaterials. Nanometer scale fabrication techniques such as lithographic methods, nano-stamping and patterned self-assembly are discussed. Modern analysis techniques such as atomic force microscopy and electron microscopy, which are used to map and measure at the single molecule level are introduced. Applications such as photonics, optical properties, biodetection and biosensors, micro- and nano-fluidics, nanoelectronics and nanomachines are presented. The course includes a term project carried out using the nanoscience facilities held in the department research labs."
Aquatic Biogeochemistry,CHEM,658,"Prerequisite: CHEM 217, 218, 312, or equivalent.
 The major aim of this course is to present a quantitative treatment of the variables that determine the composition of natural waters. Chemical equilibrium is the central theme of the course, but consideration is also given to kinetics, steady-state and dynamic models. Related themes include global chemical cycles, air and water pollution, as well as current research topics in water chemistry and chemical oceanography. Lectures only.
Note: Students who have received credit for CHEM 618 or for this topic under a CHEM 610 number may not take this course for credit."
Selected Topics in Biochemistry and Biophysics,CHEM,670,"This course explores themes within the area of Biochemistry and Biophysics.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 670A, CHEM 670B, etc."
Structure and Function of Biomembranes,CHEM,676,"Prerequisite: BIOL 266, CHEM 375, or equivalent.
 Examples from the current literature are used to discuss what is known about how the membranes of biological organisms are assembled and the roles that these membranes play in a number of important processes. Emphasis is placed on the transport of proteins to and through biomembranes and the roles that membranes play in metabolite and ion transport. Where applicable, the significance of these processes is illustrated by examining the roles of membranes in health and disease. Lectures only.
Note: Students who have received credit for CHEM 671 may not take this course for credit."
Enzyme Kinetics and Mechanism,CHEM,677,"Prerequisite: CHEM 271, 375, or equivalent.
 This course explores steady-state kinetics, including such topics as the use of initial velocity studies and product inhibition to establish a kinetic mechanism; nonsteady-state kinetics, isotope effects, energy of activation, and the detailed mechanisms of selected enzymes. Lectures only."
Protein Engineering and Design,CHEM,678,"Prerequisite: CHEM 271, 375, or equivalent.
 This course examines the principles behind protein design, how techniques of protein engineering are used, and the methods used to assess protein properties. Examples include studies of protein stability, structure-function relationships, and applications to drug design. Lectures only."
Selected Topics in Instrumentation,CHEM,690,"This course explores themes within the area of Instrumentation.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 690A, CHEM 690B, etc."
Magnetic Resonance Spectroscopy,CHEM,691,"Prerequisite: CHEM 222, 393, or equivalent.
 This course is designed to provide the background in magnetic resonance theory necessary to understand modern high-resolution NMR experiments and instrumentation. The basic theory in the introductory section also applies to electron spin resonance (ESR). Relaxation and through-bond and through-space interactions, and experiments to investigate them are considered. Spin manipulations and behaviour in multiple-pulse, Fourier transform NMR techniques used for common spectral editing and two-dimensional experiments are discussed. Lectures only."
Experimental Protein Chemistry,CHEM,692,"Prerequisite: CHEM 477 or equivalent or permission of the Department.
 This “hands on” course introduces students to the common techniques used to study the structure and function of proteins and other macromolecules. Techniques covered include circular dichroism spectroscopy, fluorescence, UV/Vis spectroscopy, Fourier transform infrared spectroscopy, isothermal titration microcalorimetry, analytical ultracentrifugation, and protein crystallization/X-ray crystallography. The course includes theory, applications of the technique to the study of protein structure and function, and basic practice experiments to become familiar with the instrument and data analysis. For some of the techniques covered hands-on use will be limited. Each student is required to carry out a project on his/her own protein of interest. Each participant asks a specific question about a protein and then uses the techniques covered in the course to address the question. Lectures and laboratory.
Note: Students who have received credit for this topic under a CHEM 690 number may not take this course for credit."
Selected Topics in Analytical Chemistry,CHEM,610,"This course explores themes within the area of Analytical Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 610A, CHEM 610B, etc."
Analytical Separations,CHEM,612,"Prerequisite: CHEM 218, 312, or equivalent.
 High performance liquid separations on an analytical (non-preparative) scale are surveyed. Fundamental separation mechanisms and application of the techniques are discussed. Emphasis is placed on separations of biologically relevant analytes which include peptides, proteins and nucleic acids. Lectures only."
Modern Aspects of Practical Mass Spectrometry,CHEM,614,"Prerequisite: CHEM 494 or equivalent, previously or concurrently.
 Theoretical and operational aspects of modern mass spectrometry are discussed in a number of formal lectures and training sessions. All students must carry out an independent mass spectrometry project on their molecules of choice. Projects can be selected from all areas of chemistry, biochemistry or biology including the “omics” sciences (e.g., proteomics, metabolomics).
Note: Students who have received credit for this topic under a CHEM 630 number may not take this course for credit."
Selected Topics in Organic Chemistry,CHEM,620,"This course explores themes within the area of Organic Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 620A, CHEM 620B, etc."
Physical Organic Chemistry,CHEM,621,"Prerequisite: CHEM 222, 235; CHEM 324 or 325; or equivalent.
 Determination of organic reaction mechanisms using kinetics, activation parameters, acid-base catalysis, Bronsted catalysis law, solvent effects, medium effects, isotope effects, substitutent effects, and linear free energy relationships. Lectures only."
Organic Synthesis,CHEM,623,"Prerequisite: CHEM 222, 235, 324, or equivalent.
 This course is concerned with synthetic strategy and design. It provides an introduction to advanced synthetic methods and reagents, involving heteroatoms such as sulphur, phosphorus, tin and selenium, as well as an overview of the uses of protecting groups in organic chemistry. The concept of retrosynthesis and a few asymmetric reactions are discussed using syntheses of natural products from the literature as examples. Lectures only."
Nucleic Acid Chemistry,CHEM,625,"Prerequisite: CHEM 221, 222, 271, or equivalent.
 This course introduces students to various topics in nucleic acid chemistry. The topics include nomenclature, structure and function of RNA and DNA; techniques and methods to investigate nucleic acid structure; DNA damage and repair; interaction of small molecules and proteins with nucleic acid; oligonucleotide-based therapeutics (antisense, antigene, RNAi); synthesis of purines, pyrimidines and nucleosides; and solid-phase oligonucleotide synthesis. Lectures only.
Note: Students who have received credit for this topic under a CHEM 620 number may not take this course for credit."
Reactive Intermediates,CHEM,626,"Prerequisite: CHEM 324, 325, or equivalent.
 This course offers an introduction to reactive intermediates with an emphasis on structure and stability as found in modern (physical) organic chemistry. While the focus is on radicals and carbenes, carbocations are discussed near the end of the term. The material covered is relevant to chemistry and biochemistry. Lectures only.
Note: Students who have received credit for this topic under a CHEM 621 number may not take this course for credit."
Supramolecular Chemistry,CHEM,627,"Prerequisite: CHEM 324 or 325; CHEM 335; or equivalent; or permission of the Department.
 This course reviews some fundamental aspects of synthetic and biological supramolecular chemistry and nanotechnology. Topics covered may include supramolecular forces, ion binding and ion channels, molecular recognition, self-assembly (meso-scale and molecular-scale), organometallic supramolecular chemistry, dynamic combinatorial chemistry (DCC), and foldamers. Lectures only.
Note: Students who have received credit for this topic under a CHEM 620 number may not take this course for credit."
Selected Topics in Physical Chemistry,CHEM,630,"This course explores themes within the area of Physical Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 630A, CHEM 630B, etc."
Computational Chemistry,CHEM,631,"Prerequisite: CHEM 234, 241, 333, or equivalent; or permission of the Department.
 This course presents the concepts, tools, and techniques of modern computational chemistry, and provides a very broad overview of the various fields of application across chemistry and biochemistry. The course is divided into two parts: 1) Molecular structure, which covers molecular mechanics and elementary electronic structure theory of atoms and molecules; and 2) Chemical reactivity, which covers applications of quantum chemistry and molecular dynamics techniques to studies of chemical reactions. The applications discussed include organic molecules and their reactions, peptides and proteins, drug design, DNA, polymers, inorganics, and materials. The course includes a practical component where students acquire hands-on experience with commonly used computational chemistry computer software. Lectures and laboratory."
Non-equilibrium Thermodynamics,CHEM,632,"Prerequisite: CHEM 234 or equivalent.
 In this course, the basic concepts of classical (equilibrium) thermodynamics are first reviewed, followed by an introduction to statistical thermodynamics which gives a unified method of treating transport processes. At this point, the Boltzmann distribution function is derived, which leads to the statistical interpretation of entropy. Other important thermodynamic functions such as the partition function, the partition function for large ensembles and the Sackur-Tetrode equation are examined. The course also addresses non-equilibrium thermodynamics in the linear domain. The relations describing the production of entropy in irreversible processes due to heat transfer, charge transfer, change of volume, and chemical reactions are examined. The establishment of flux equations and the use of the Onsager reciprocal relations are then applied to the description of a variety of open systems. Lectures only."
Quantum Mechanics in Chemistry,CHEM,633,"Prerequisite: CHEM 333, 431/631, or equivalent.
 This course includes a thorough review of basic quantum mechanics in both the Schroedinger and Heisenberg representations, electronic structure theory, symmetry and group theory, interaction of matter with light, quantum scattering, the path integral formalism, quantum theories of chemical reaction rates, time-dependent approaches to spectroscopy, wave packet propagation, correlation functions and dynamics processes, and density matrices. Lectures only."
Interfacial Phenomena,CHEM,635,"Prerequisite: CHEM 234, 235, or equivalent.
 This course examines the physical chemistry of interfaces including surface and interfacial tensions, the absorption of surface active substances/surface excess properties, and surfactant self-assembly. Topics covered may include Gibbs and Langmuir monolayers, micelle formation, emulsions, foams, surfactant liquid crystals, layer-by-layer polymer self-assembly, and biological membranes. Techniques for characterization and applications (biological and industrial) of these systems are addressed. Lectures only.
Note: Students who have received credit for this topic under a CHEM 630 number may not take this course for credit."
Physics and Chemistry of Solid State Electronic Materials,CHEM,638,"Prerequisite: CHEM 234, 333, or equivalent.
 This course essentially explores how electrical conductivity is influenced by the nature of the chemical bonding in these solid-state materials. The course provides an introduction to solid-state structures and then goes on to explore band theory, the central model used to describe electrical conductivity in the following three categories of electronic materials: conductors, semiconductors, and insulators. Finally the course explores the extension of the band model to interpret electrical conductivity in molecular semiconductors and charge-transfer complexes. Lectures only."
Selected Topics in Inorganic Chemistry,CHEM,640,"This course explores themes within the area of Inorganic Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 640A, CHEM 640B, etc."
Organometallic Chemistry,CHEM,643,"Prerequisite: CHEM 324, 341, or equivalent.
 This course covers the structure and properties of organometallic compounds, their main reactions and their application in catalysis and organic chemistry. Lectures only."
Physical Methods in Chemistry,CHEM,644,"This course provides an in-depth evaluation of the different methods used in modern physical chemistry such as laser, microwave, FT-IR, electron spin resonance, nuclear magnetic resonance, x-ray photoelectron, x-ray diffraction and fluorescence, Auger eletron, Mössbauer, and gamma-ray spectroscopic analysis, as well as scanning probe microscopy and mass spectrometry. Lectures only."
Bioinorganic Chemistry,CHEM,645,"Prerequisite: CHEM 241, 271, or equivalent.
 Role of metals in biochemical systems. Essential trace elements, zinc enzymes, oxygen transport and storage, metalloproteins and biological electron transfer, structure-function relationships in heme enzymes, nitrogen fixation; model compounds for metalloproteins and metalloenzymes. Lectures only."
Industrial Catalysis,CHEM,646,"Prerequisite: CHEM 234, 235, or equivalent.
 Basic and recent concepts in catalysis are described with particular emphasis on heterogenous catalysis. The technical, economic and environmental aspects of industrial catalysis are covered. The processes to be studied are chosen from the petroleum industry, the natural gas and coal processing industry, and the production of thermoplastics and synthetic fibres. The course ends with a rapid survey of problems associated with the treatment of industrial pollutants and with catalytic converters. Lectures only."
Selected Topics in Multidisciplinary Chemistry,CHEM,650,"This course explores themes within the area of Multidisciplinary Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 650A, CHEM 650B, etc."
